longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-122.24,37.82,52,3665,517.0,1470,520,6.155,386482.19,NEAR BAY
-117.9,33.65,27,3310,598.0,1402,563,6.632,385859.22,<1H OCEAN
-122.26,37.88,52,2604,837.0,1798,769,1.725,220247.01,NEAR BAY
-122.44,37.78,52,2695,657.0,1243,573,2.8569,342698.0,NEAR BAY
-121.81,37.25,5,1975,520.0,861,440,4.4565,261286.05,<1H OCEAN
-118.14,33.86,36,1774,348.0,934,333,4.8571,214600.0,<1H OCEAN
-118.2,34.07,34,1765,551.0,2203,500,2.2708,151018.0,<1H OCEAN
-119.83,36.83,14,2351,341.0,1128,363,6.9903,226332.0,INLAND
-115.91,33.36,15,459,95.0,160,73,0.922,53861.0,INLAND
-116.86,32.8,19,1747,291.0,848,290,4.875,182016.0,<1H OCEAN
-117.97,33.93,31,1975,373.0,918,347,4.4107,222314.0,<1H OCEAN
-118.39,34.19,23,1875,710.0,2555,657,2.0968,181702.0,<1H OCEAN
-122.32,37.54,34,3661,692.0,1608,656,5.0774,331178.06,NEAR OCEAN
-122.25,37.83,28,5022,1750.0,2558,1661,2.4234,228875.01,NEAR BAY
-117.98,34.02,33,3512,632.0,1971,598,4.4653,193628.0,<1H OCEAN
-117.94,33.79,24,4179,784.0,1902,733,4.7986,209203.0,<1H OCEAN
-117.99,33.8,25,3179,639.0,2526,623,3.3281,186300.0,<1H OCEAN
-117.92,34.1,35,2994,603.0,1933,561,4.0052,170270.0,<1H OCEAN
-118.0,33.85,33,2053,418.0,1154,405,4.0455,205373.0,<1H OCEAN
-117.93,33.69,26,2822,473.0,1258,469,6.4441,306226.03,<1H OCEAN
-118.2,34.05,40,1146,323.0,1354,321,1.9205,136724.0,<1H OCEAN
-122.27,37.81,40,880,451.0,582,380,0.977,146346.0,NEAR BAY
-121.3,38.03,11,2866,654.0,1404,525,2.505,115049.0,INLAND
-117.87,33.74,31,2338,652.0,3289,631,2.6734,153967.0,<1H OCEAN
-117.24,33.05,15,3029,555.0,1559,546,5.3129,273045.01,NEAR OCEAN
-117.9,33.85,31,3413,764.0,2326,728,4.325,200702.0,<1H OCEAN
-121.27,37.87,34,1010,206.0,678,234,2.9531,104461.0,INLAND
-118.31,33.96,47,2005,392.0,1134,415,3.7143,148119.0,<1H OCEAN
-118.28,34.1,49,2843,880.0,2004,796,2.7875,215170.0,<1H OCEAN
-122.32,37.97,33,1156,190.0,643,209,4.5,200205.0,NEAR BAY
-121.31,38.66,26,1604,245.0,751,267,4.7381,145869.0,INLAND
-121.43,37.75,41,1717,325.0,855,303,2.75,114681.0,INLAND
-118.29,34.11,24,3696,1125.0,1685,1031,2.3789,237772.0,<1H OCEAN
-122.02,38.38,16,808,137.0,371,145,6.0767,223020.0,INLAND
-122.01,37.92,18,2808,337.0,1038,337,8.3956,395072.15,NEAR BAY
-117.3,34.13,42,2115,557.0,1532,494,1.4531,72635.0,INLAND
-118.37,34.21,33,2034,470.0,1990,423,3.7455,175821.0,<1H OCEAN
-121.83,36.98,19,4431,705.0,1764,679,4.3321,241819.0,<1H OCEAN
-121.96,39.3,39,701,130.0,271,89,2.1845,74194.0,INLAND
-118.3,34.03,37,2781,766.0,2586,729,1.8564,161078.0,<1H OCEAN
-118.3,34.05,44,1612,650.0,2028,593,1.9152,207725.01,<1H OCEAN
-118.01,34.09,29,3402,747.0,2331,690,3.6094,195651.0,INLAND
-117.06,33.01,24,2618,485.0,726,443,3.5192,174631.0,<1H OCEAN
-122.53,37.88,36,2688,485.0,1064,449,4.4583,402243.07,NEAR BAY
-121.24,38.68,20,1402,236.0,676,236,3.7426,144196.0,INLAND
-117.95,34.0,34,2376,468.0,1858,449,4.1328,172932.0,<1H OCEAN
-118.23,34.07,40,506,119.0,397,114,3.1944,137444.0,<1H OCEAN
-117.89,33.87,32,1569,422.0,835,386,3.0465,191168.0,<1H OCEAN
-122.09,37.69,20,4296,817.0,1732,800,4.8036,238252.0,NEAR BAY
-121.63,36.65,44,309,121.0,315,80,1.6071,184555.0,<1H OCEAN
-122.05,37.68,23,7518,1279.0,3827,1294,5.1701,254677.0,NEAR BAY
-117.04,32.71,28,5274,991.0,3727,961,3.57,140044.0,NEAR OCEAN
-117.04,32.7,7,9311,1703.0,7302,1694,4.419,194367.0,NEAR OCEAN
-118.26,34.07,52,1802,613.0,2382,587,1.8438,190931.0,<1H OCEAN
-118.13,34.17,49,1962,435.0,1329,457,3.2898,193864.0,<1H OCEAN
-116.97,32.79,19,4108,1101.0,2971,1006,1.9893,132089.0,<1H OCEAN
-119.55,36.51,46,55,11.0,26,5,4.125,107472.0,INLAND
-120.92,37.65,23,505,124.0,163,129,1.3696,107845.0,INLAND
-120.8,38.51,23,1001,195.0,369,157,3.125,123006.0,INLAND
-121.83,38.0,15,6365,1646.0,3838,1458,2.5495,126678.0,INLAND
-122.42,37.93,47,3453,779.0,1353,728,4.016,350115.29,NEAR BAY
-122.27,37.47,44,3022,473.0,1235,477,6.7058,447614.48,NEAR OCEAN
-122.36,37.94,45,907,188.0,479,161,3.0862,145225.0,NEAR BAY
-118.32,33.33,52,2127,512.0,733,288,3.3906,317678.04,ISLAND
-117.06,32.73,33,3444,619.0,1884,582,3.7891,129915.0,NEAR OCEAN
-118.97,37.64,13,1907,544.0,575,234,3.0685,119808.0,INLAND
-117.27,34.12,52,954,246.0,943,256,0.8658,75002.0,INLAND
-120.55,37.32,21,1410,229.0,590,205,3.3194,111625.0,INLAND
-117.99,33.9,33,2161,383.0,1235,383,5.6454,236466.0,<1H OCEAN
-118.0,33.91,19,5166,770.0,2374,753,5.979,283465.0,<1H OCEAN
-118.37,33.81,36,2031,339.0,817,337,5.1271,383198.15,NEAR OCEAN
-117.97,33.66,14,6090,1338.0,1974,1248,2.8061,209726.0,<1H OCEAN
-117.17,33.28,16,1921,312.0,862,280,5.1786,226826.03,<1H OCEAN
-119.88,36.81,30,2288,474.0,1435,425,1.3221,57961.0,INLAND
-117.74,34.05,29,2452,700.0,3029,665,2.1354,114625.0,INLAND
-117.13,32.79,35,1458,262.0,723,257,4.2098,168476.0,NEAR OCEAN
-122.06,37.65,33,1227,286.0,848,291,3.8036,170761.0,NEAR BAY
-118.3,33.99,47,2212,533.0,1903,554,1.9853,105301.0,<1H OCEAN
-118.06,35.68,15,1962,403.0,730,321,2.25,89448.0,INLAND
-118.38,33.89,35,1778,330.0,732,312,6.5745,419663.12,<1H OCEAN
-122.45,37.73,52,2510,438.0,1153,407,5.1238,321338.05,NEAR BAY
-121.97,37.24,35,2553,533.0,1117,498,4.4063,284409.01,<1H OCEAN
-118.14,33.95,44,1812,338.0,822,314,6.7744,401770.22,<1H OCEAN
-121.97,37.53,35,2277,420.0,1353,413,4.75,219089.0,<1H OCEAN
-118.15,34.86,10,4597,1009.0,2227,821,2.6149,107670.0,INLAND
-117.2,32.86,4,4308,1095.0,1923,932,3.9356,232402.0,NEAR OCEAN
-118.3,34.01,52,1444,343.0,1154,334,2.0625,117238.0,<1H OCEAN
-117.98,33.79,35,2356,478.0,1659,480,4.1115,190351.0,<1H OCEAN
-122.42,37.62,43,2367,409.0,1141,400,4.8295,291548.0,NEAR OCEAN
-118.2,33.94,42,618,163.0,680,179,3.3472,136297.0,<1H OCEAN
-117.01,32.81,21,4203,618.0,1620,600,5.3441,219606.0,<1H OCEAN
-116.98,32.74,17,3943,843.0,1995,766,2.6944,146179.0,<1H OCEAN
-122.01,37.53,19,4572,712.0,2346,709,6.0667,306790.03,NEAR BAY
-117.92,34.03,32,1819,375.0,1728,375,3.975,165207.01,<1H OCEAN
-123.17,39.15,30,1904,331.0,816,325,4.425,181640.0,<1H OCEAN
-123.76,41.03,24,2386,565.0,1058,414,2.0644,73959.0,<1H OCEAN
-122.44,37.73,46,3581,758.0,1670,703,4.1932,272726.0,NEAR BAY
-120.43,34.93,10,2980,585.0,1593,562,3.285,164343.0,<1H OCEAN
-122.42,37.64,41,98,20.0,68,19,2.225,294982.06,NEAR OCEAN
-117.98,34.14,27,6341,1289.0,2899,1192,3.6336,173857.0,INLAND
-122.3,37.91,40,2866,617.0,1305,589,3.6321,218982.0,NEAR BAY
-118.32,33.8,29,4317,1037.0,2102,959,3.1275,274212.0,<1H OCEAN
-118.41,34.04,49,601,95.0,228,106,8.0239,469833.8,<1H OCEAN
-121.94,37.34,36,3142,632.0,1372,560,5.0175,296312.03,<1H OCEAN
-117.21,32.84,34,2158,366.0,1046,335,4.5402,227032.01,NEAR OCEAN
-118.12,34.16,30,1762,416.0,940,398,2.8631,195439.0,<1H OCEAN
-119.87,36.54,34,1370,287.0,818,269,2.4044,71605.0,INLAND
-117.92,33.94,30,2506,394.0,1255,421,4.7813,210611.0,<1H OCEAN
-118.09,33.75,32,6239,974.0,2615,950,6.6188,436180.34,NEAR OCEAN
-118.28,34.0,46,1650,463.0,1992,458,2.3403,126534.0,<1H OCEAN
-119.29,36.54,18,2581,628.0,2732,592,1.8429,59360.0,INLAND
-121.92,36.55,37,2190,419.0,490,300,3.7852,370201.05,NEAR OCEAN
-118.44,34.16,35,3080,642.0,1362,623,4.1218,343673.0,<1H OCEAN
-122.26,37.84,52,696,191.0,345,174,2.6736,145465.0,NEAR BAY
-119.76,36.79,26,3654,837.0,1976,830,2.1544,74320.0,INLAND
-119.73,36.73,9,1621,428.0,678,394,2.2437,82302.0,INLAND
-118.99,35.3,33,2248,434.0,1461,405,2.9402,73309.0,INLAND
-118.2,34.02,49,1098,317.0,1411,301,2.75,138483.0,<1H OCEAN
-118.47,34.05,25,2689,719.0,1229,663,3.5909,404673.18,<1H OCEAN
-118.18,33.88,47,882,185.0,536,174,4.625,173455.0,<1H OCEAN
-117.93,33.83,30,1561,381.0,1104,391,3.375,188600.0,<1H OCEAN
-122.47,37.78,52,2635,587.0,1302,577,3.7292,400116.07,NEAR BAY
-121.73,38.0,3,9217,1522.0,3578,1272,5.0016,168030.0,INLAND
-121.97,37.25,32,2892,496.0,1193,492,6.131,339485.01,<1H OCEAN
-122.71,38.44,27,966,251.0,462,230,1.7,178441.0,<1H OCEAN
-117.72,33.62,19,5777,1261.0,1711,1225,2.7634,146951.0,<1H OCEAN
-122.46,37.72,52,2951,406.0,1115,397,6.7228,418465.27,NEAR OCEAN
-121.23,37.84,28,1347,241.0,713,225,4.0208,129911.0,INLAND
-117.53,33.88,22,2855,667.0,2453,624,3.1312,129952.0,INLAND
-117.25,32.82,23,6139,826.0,2036,807,9.5245,480157.76,NEAR OCEAN
-118.15,34.04,33,818,195.0,664,198,2.1944,168671.0,<1H OCEAN
-119.79,36.79,19,1524,448.0,960,386,1.5122,60859.0,INLAND
-122.05,37.63,5,3785,936.0,2240,792,3.2829,220918.0,NEAR BAY
-121.32,38.62,29,2430,448.0,1087,394,3.0864,134720.0,INLAND
-121.82,38.01,47,1265,254.0,587,247,2.6364,109465.0,INLAND
-122.26,38.03,25,2239,361.0,928,353,4.4474,187581.0,NEAR BAY
-118.0,33.75,26,1382,387.0,1977,368,2.7589,186287.0,<1H OCEAN
-118.07,33.85,16,3771,606.0,2196,564,7.0113,350510.04,<1H OCEAN
-121.92,37.73,24,1407,327.0,501,295,2.4821,147639.0,<1H OCEAN
-122.56,37.95,34,2677,411.0,933,410,6.1444,415775.17,NEAR OCEAN
-117.29,34.13,44,2337,563.0,1238,467,1.5156,73615.0,INLAND
-118.08,33.99,38,1683,328.0,1369,339,3.6196,163850.0,<1H OCEAN
-121.68,39.82,15,3996,748.0,1786,728,3.5189,111014.0,INLAND
-121.89,37.26,25,3319,531.0,1560,502,5.8479,271059.0,<1H OCEAN
-117.05,34.04,23,3967,766.0,1518,698,2.29,105259.0,INLAND
-117.84,33.9,24,1723,223.0,707,219,7.0352,293582.03,<1H OCEAN
-117.93,33.94,28,3664,719.0,1820,657,4.225,203434.0,<1H OCEAN
-117.94,33.78,34,2627,468.0,1409,450,4.7731,205722.0,<1H OCEAN
-117.29,35.54,35,7922,1636.0,3431,1329,3.4145,75196.0,INLAND
-116.88,33.93,37,1495,429.0,865,342,1.2188,84794.0,INLAND
-117.88,33.84,34,1410,214.0,837,240,6.1168,252236.0,<1H OCEAN
-117.49,33.99,21,2050,392.0,1153,336,4.84,144986.0,INLAND
-117.98,34.03,21,797,162.0,484,166,2.625,177852.02,<1H OCEAN
-119.23,34.19,16,5297,810.0,1489,667,6.4522,397545.2,NEAR OCEAN
-117.86,33.75,13,1632,598.0,3356,659,1.5054,169264.02,<1H OCEAN
-118.43,34.01,27,3133,1021.0,2242,1002,2.697,301291.01,<1H OCEAN
-122.31,38.01,18,4123,874.0,1895,772,3.2759,152568.0,NEAR BAY
-122.43,37.79,52,3486,847.0,1248,813,7.2623,412643.39,NEAR BAY
-118.19,33.95,42,1651,463.0,1559,436,2.3882,153287.0,<1H OCEAN
-117.11,32.91,15,1840,235.0,855,241,7.5992,314704.04,<1H OCEAN
-118.47,34.04,32,2909,748.0,1310,706,4.516,417755.24,<1H OCEAN
-122.42,37.75,52,2163,607.0,1447,546,3.3555,302234.0,NEAR BAY
-117.34,34.08,35,1380,248.0,730,264,3.2305,97870.0,INLAND
-122.06,37.99,17,1319,316.0,384,269,1.8229,151309.0,NEAR BAY
-122.06,37.54,20,6483,1068.0,3526,1060,5.0838,251982.01,NEAR BAY
-117.14,32.74,16,6075,1816.0,2592,1634,2.5553,150587.0,NEAR OCEAN
-122.07,38.0,37,978,202.0,462,184,3.625,151527.0,NEAR BAY
-122.35,40.57,18,2226,490.0,859,451,1.6821,78478.0,INLAND
-121.37,38.69,35,1093,192.0,590,190,2.7009,99151.0,INLAND
-120.19,36.6,25,875,214.0,931,214,1.5536,53931.0,INLAND
-121.28,38.03,11,826,150.0,684,166,3.9265,135526.0,INLAND
-117.51,33.95,12,9016,1486.0,4285,1457,4.9984,175111.0,INLAND
-118.36,33.88,31,2518,543.0,1107,508,4.7404,284292.0,<1H OCEAN
-122.3,37.97,35,1811,377.0,911,340,3.375,144767.0,NEAR BAY
-120.87,37.76,16,1174,249.0,601,242,1.7143,110566.0,INLAND
-115.73,33.09,27,452,103.0,258,61,2.9,88653.0,INLAND
-121.22,37.79,38,2152,451.0,1320,457,2.5025,94711.0,INLAND
-121.98,37.95,14,6290,854.0,2724,820,6.7371,283657.0,INLAND
-121.79,37.67,26,2163,339.0,947,346,6.0797,235496.0,INLAND
-117.9,33.9,18,3821,576.0,1430,568,6.9399,317931.03,<1H OCEAN
-122.04,37.85,27,6039,780.0,2181,761,9.5862,469347.66,NEAR BAY
-119.73,34.42,25,2024,312.0,907,335,5.4127,334880.02,NEAR OCEAN
-116.44,33.77,18,4872,1110.0,955,656,2.2439,140611.0,INLAND
-117.31,34.17,25,2795,596.0,1650,569,3.0078,103066.0,INLAND
-117.14,32.8,35,1267,212.0,710,204,2.5368,144065.0,NEAR OCEAN
-122.13,37.7,43,3046,557.0,1333,544,3.4583,194122.0,NEAR BAY
-122.48,38.31,29,2375,560.0,1124,502,2.3276,180056.0,<1H OCEAN
-118.37,33.88,44,1325,245.0,669,253,4.4211,319512.01,<1H OCEAN
-121.45,38.64,23,1481,343.0,1079,315,1.867,66048.0,INLAND
-122.57,38.02,33,9531,1487.0,3798,1409,5.6512,353753.0,NEAR BAY
-118.02,33.79,23,6368,1030.0,3281,1001,6.1142,309720.02,<1H OCEAN
-124.07,40.87,47,1765,326.0,796,333,2.2138,82568.0,NEAR OCEAN
-116.91,34.24,23,6379,1636.0,1350,568,1.6336,87393.0,INLAND
-117.65,33.62,15,2708,410.0,1140,389,6.2899,314330.0,<1H OCEAN
-116.94,32.81,8,2517,632.0,1686,613,2.136,126843.0,<1H OCEAN
-119.78,36.76,50,1343,322.0,1063,342,1.75,56446.0,INLAND
-122.05,38.0,16,1085,217.0,356,232,2.3462,146709.0,NEAR BAY
-122.24,37.49,30,2956,590.0,1191,594,3.7463,295298.0,NEAR OCEAN
-121.46,38.54,39,1453,324.0,843,281,1.7692,69391.0,INLAND
-117.93,33.95,31,3600,468.0,1382,435,7.4597,373686.09,<1H OCEAN
-117.96,33.69,20,3123,441.0,1319,432,6.091,290075.0,<1H OCEAN
-122.04,37.96,27,2587,729.0,1500,623,1.837,153995.0,NEAR BAY
-121.3,37.97,52,2259,417.0,766,385,2.2981,102726.0,INLAND
-121.74,37.35,34,440,90.0,217,93,5.2327,301181.02,<1H OCEAN
-121.58,39.14,52,662,160.0,520,149,0.8928,82277.0,INLAND
-119.75,36.71,38,1481,,1543,372,1.4577,49293.0,INLAND
-118.36,33.98,29,2861,816.0,1715,775,2.7712,171305.0,<1H OCEAN
-122.18,37.73,42,909,215.0,646,198,2.9063,152353.0,NEAR BAY
-122.64,38.87,16,1177,240.0,519,199,1.5739,84602.0,INLAND
-120.72,38.42,17,5654,1085.0,2237,953,3.0465,119975.0,INLAND
-118.2,33.77,24,2404,819.0,1566,753,1.5076,164388.0,NEAR OCEAN
-118.43,34.2,28,3386,,2240,737,3.0221,212289.0,<1H OCEAN
-122.74,38.44,23,2819,612.0,1644,546,2.6576,154548.0,<1H OCEAN
-118.12,33.91,35,620,122.0,381,124,3.7917,190222.0,<1H OCEAN
-118.03,33.95,37,1772,321.0,934,326,4.1471,197684.01,<1H OCEAN
-122.76,38.46,14,4794,767.0,2252,768,4.2061,210361.0,<1H OCEAN
-121.83,37.28,33,1115,250.0,1168,261,3.9009,174191.0,<1H OCEAN
-118.48,34.25,35,1865,335.0,1074,337,5.1068,224623.0,<1H OCEAN
-121.35,38.28,17,2756,557.0,1986,530,3.2234,115477.0,INLAND
-118.18,33.82,43,2210,469.0,1042,418,3.5,234237.01,NEAR OCEAN
-122.02,37.01,20,1005,138.0,345,129,10.0968,494852.89,NEAR OCEAN
-117.67,33.49,10,366,61.0,128,61,8.163,384253.1,<1H OCEAN
-117.59,34.13,10,20263,3915.0,9716,3744,3.8505,148885.0,INLAND
-117.89,34.09,35,1205,330.0,583,319,2.3971,181776.0,<1H OCEAN
-122.68,38.43,29,488,63.0,161,62,6.0774,356697.08,<1H OCEAN
-118.32,33.87,28,3763,762.0,1967,724,5.3244,286003.0,<1H OCEAN
-118.58,34.06,25,4440,693.0,1560,636,8.8666,476120.71,<1H OCEAN
-118.03,33.96,37,1180,256.0,614,242,3.117,184989.0,<1H OCEAN
-117.81,33.82,20,2819,319.0,1019,319,12.2092,493396.85,<1H OCEAN
-122.15,37.41,29,473,103.0,359,87,7.0309,425085.44,NEAR BAY
-116.87,33.57,12,1153,265.0,446,195,3.038,172752.0,INLAND
-121.72,37.7,17,1671,352.0,729,252,6.1023,226161.0,INLAND
-122.26,38.0,6,678,104.0,318,91,5.2375,245566.02,NEAR BAY
-118.25,34.14,13,3487,1131.0,3749,1072,2.1602,200462.0,<1H OCEAN
-118.4,33.86,41,2237,597.0,938,523,4.7105,417108.23,<1H OCEAN
-117.18,33.15,7,6225,1683.0,5410,1580,2.32,135634.0,<1H OCEAN
-117.33,34.12,33,933,219.0,838,211,1.3417,64589.0,INLAND
-117.98,33.68,14,3396,477.0,1542,472,7.3982,358665.0,<1H OCEAN
-122.46,37.78,52,2051,552.0,1400,510,3.2396,428499.07,NEAR BAY
-122.33,37.97,45,1982,376.0,1179,398,3.5463,137294.0,NEAR BAY
-122.31,37.56,45,1792,301.0,829,318,4.9013,325183.04,NEAR OCEAN
-118.13,33.86,45,1866,343.0,919,344,3.5833,225844.0,<1H OCEAN
-118.42,34.18,30,1323,353.0,856,333,3.3594,227020.01,<1H OCEAN
-121.52,38.9,32,1650,313.0,802,284,2.9048,101382.0,INLAND
-121.99,37.26,29,2718,365.0,982,339,7.9234,468311.36,<1H OCEAN
-120.98,37.64,39,2617,659.0,2052,642,1.6952,75504.0,INLAND
-117.87,33.92,14,4039,669.0,1905,670,6.3303,298526.04,<1H OCEAN
-117.79,33.77,23,3596,451.0,1292,458,8.5403,368778.04,<1H OCEAN
-117.96,33.73,22,3479,455.0,1454,488,6.6324,305067.0,<1H OCEAN
-121.63,37.12,17,1830,398.0,1110,388,2.4821,143440.0,<1H OCEAN
-117.89,33.77,29,2577,445.0,1849,470,4.4732,192443.0,<1H OCEAN
-118.24,34.15,7,2063,670.0,1892,643,1.7301,194120.0,<1H OCEAN
-122.06,37.96,37,1784,313.0,788,304,4.2917,184611.0,NEAR BAY
-119.85,36.76,10,2067,450.0,845,354,1.8214,67103.0,INLAND
-118.09,34.01,36,1465,363.0,1538,342,3.5469,159373.0,<1H OCEAN
-123.73,39.17,20,4620,1042.0,1745,794,2.375,121553.0,NEAR OCEAN
-121.4,36.84,40,2352,536.0,1430,535,3.0912,158977.0,INLAND
-118.21,33.8,41,1251,279.0,1053,278,3.2778,175532.0,NEAR OCEAN
-119.62,36.56,30,1722,372.0,1467,403,1.8878,56876.0,INLAND
-118.81,34.25,4,9147,1827.0,3950,1661,5.716,290351.06,<1H OCEAN
-117.1,33.0,5,15502,2613.0,7417,2358,5.9094,277938.01,<1H OCEAN
-118.38,33.86,15,1778,311.0,908,330,7.674,421196.45,<1H OCEAN
-118.31,34.04,29,2038,578.0,2070,570,2.0658,165519.0,<1H OCEAN
-121.5,38.52,37,2008,466.0,1261,427,2.2574,92663.0,INLAND
-118.0,34.13,35,1005,224.0,742,221,3.5481,166659.0,INLAND
-118.35,33.91,19,1949,559.0,1282,498,2.7813,225241.0,<1H OCEAN
-118.98,35.37,36,1562,398.0,1223,329,0.9675,50289.0,INLAND
-117.9,33.88,28,2696,346.0,947,356,9.0055,459395.57,<1H OCEAN
-121.65,39.16,16,5022,1103.0,2087,956,2.3963,90341.0,INLAND
-119.81,36.6,24,2246,462.0,1291,394,2.4006,68230.0,INLAND
-118.02,34.15,44,2419,437.0,1045,432,3.875,278384.0,INLAND
-118.09,34.7,6,4558,804.0,1543,563,2.8548,117402.0,INLAND
-118.42,34.27,37,1024,246.0,1371,239,3.225,150536.0,<1H OCEAN
-118.32,34.07,52,2156,306.0,861,311,8.8062,462730.47,<1H OCEAN
-122.46,37.73,52,3547,506.0,1276,491,8.0069,490673.9,NEAR BAY
-116.53,33.78,18,2547,463.0,411,214,2.5489,167088.0,INLAND
-120.99,39.22,16,1497,275.0,737,243,2.8942,132945.0,INLAND
-116.47,34.07,22,5473,1234.0,2581,1098,1.9375,89836.0,INLAND
-122.28,37.82,52,1170,235.0,701,233,1.6098,94429.0,NEAR BAY
-118.47,35.64,17,2248,535.0,927,427,1.3023,74384.0,INLAND
-118.26,33.97,46,1086,249.0,880,250,1.5962,98997.0,<1H OCEAN
-117.2,32.78,38,2662,498.0,1132,496,4.0057,305822.05,NEAR OCEAN
-118.55,34.28,16,8879,,3468,1200,8.1125,400824.01,<1H OCEAN
-117.86,33.84,19,1725,392.0,920,400,3.0087,199173.0,<1H OCEAN
-117.78,33.78,6,9792,1283.0,3744,1179,10.1714,466162.21,<1H OCEAN
-121.86,37.41,16,2938,589.0,1718,568,5.5073,253908.0,<1H OCEAN
-117.58,34.11,14,11635,2055.0,6443,2009,4.7547,166703.0,INLAND
-118.02,34.12,38,1778,288.0,870,281,6.5784,408926.21,INLAND
-117.08,32.93,5,14944,2490.0,6600,2407,6.0857,269764.01,<1H OCEAN
-117.62,34.02,16,2040,325.0,1207,324,5.0431,155499.0,INLAND
-117.25,32.86,27,2530,469.0,594,326,7.2821,450680.37,NEAR OCEAN
-121.32,37.96,47,1700,344.0,922,357,3.1845,119525.0,INLAND
-118.45,33.96,36,2723,547.0,1090,519,6.3267,442737.4,<1H OCEAN
-119.79,36.77,30,1610,410.0,1000,397,2.0357,64626.0,INLAND
-118.2,33.92,42,1411,314.0,1432,322,3.0871,143852.0,<1H OCEAN
-118.33,34.16,23,1359,428.0,770,380,3.4016,276806.03,<1H OCEAN
-118.24,33.89,34,1479,332.0,1166,322,2.6165,107537.0,<1H OCEAN
-115.38,32.81,35,1263,262.0,950,241,1.8958,67040.0,INLAND
-117.82,33.85,18,1810,305.0,1189,326,5.2227,237841.0,<1H OCEAN
-121.97,37.3,25,5463,1351.0,2758,1310,3.0079,206462.0,<1H OCEAN
-121.24,38.75,5,9137,1368.0,3667,1294,5.4896,214950.0,INLAND
-118.91,36.79,19,1616,324.0,187,80,3.7857,98272.0,INLAND
-121.27,37.95,43,557,165.0,573,144,1.7212,67850.0,INLAND
-122.49,37.75,52,2226,385.0,1177,416,4.8516,326289.02,NEAR OCEAN
-123.2,39.15,27,990,238.0,592,225,2.0074,119728.0,<1H OCEAN
-122.26,37.54,5,1649,388.0,779,376,6.9635,366293.12,NEAR BAY
-117.29,33.05,28,1146,338.0,672,292,3.1667,278140.11,NEAR OCEAN
-118.39,33.88,31,1448,244.0,607,259,8.1513,486210.67,<1H OCEAN
-118.24,33.99,28,312,89.0,498,87,2.4107,113404.0,<1H OCEAN
-117.92,33.77,28,3614,960.0,3282,889,3.522,177949.0,<1H OCEAN
-118.16,33.86,26,6607,1663.0,4066,1558,2.5068,173480.0,<1H OCEAN
-122.16,37.71,36,666,132.0,366,134,3.4643,171583.0,NEAR BAY
-119.67,36.82,2,2579,376.0,1133,342,4.5577,122481.0,INLAND
-122.24,37.47,40,1504,270.0,689,287,6.1244,394189.18,NEAR OCEAN
-122.6,38.11,23,8642,1294.0,3594,1253,5.3962,278016.0,<1H OCEAN
-117.61,33.63,2,4678,817.0,1970,712,6.1078,306944.04,<1H OCEAN
-118.28,33.96,23,1983,611.0,2048,600,1.5313,114324.0,<1H OCEAN
-117.89,33.85,18,2036,414.0,1292,380,3.875,193675.0,<1H OCEAN
-121.77,36.93,24,1943,447.0,1844,461,3.0192,167875.0,<1H OCEAN
-121.37,38.68,36,1775,296.0,937,305,3.1786,100259.0,INLAND
-118.26,33.85,25,2324,326.0,1087,328,5.293,251471.0,<1H OCEAN
-122.17,37.73,43,1473,371.0,1231,341,2.1587,101603.0,NEAR BAY
-122.54,37.96,44,1552,204.0,596,208,10.129,498828.98,NEAR BAY
-124.16,40.8,52,2416,618.0,1150,571,1.7308,90742.0,NEAR OCEAN
-120.45,34.66,7,3329,504.0,1462,452,4.7875,219728.02,NEAR OCEAN
-120.45,34.95,10,2207,644.0,2232,543,2.375,135923.0,<1H OCEAN
-117.17,33.34,15,3313,679.0,1022,564,2.7986,144486.0,<1H OCEAN
-118.42,34.0,33,1139,299.0,734,257,3.2708,334067.03,<1H OCEAN
-119.35,36.52,39,3027,608.0,2199,592,2.6445,71671.0,INLAND
-121.84,37.29,4,2937,648.0,1780,665,4.3851,205386.0,<1H OCEAN
-120.24,37.96,34,1747,395.0,935,362,1.625,87409.0,INLAND
-122.42,37.77,52,4226,1315.0,2619,1242,2.5755,327166.06,NEAR BAY
-117.91,33.9,27,829,114.0,383,133,9.3125,474989.55,<1H OCEAN
-121.53,38.58,33,4988,1169.0,2414,1075,1.9728,89730.0,INLAND
-121.23,37.8,11,2451,665.0,1155,533,2.2254,119163.0,INLAND
-117.65,33.58,2,2411,354.0,703,217,7.8061,341488.07,<1H OCEAN
-121.0,37.6,22,4412,925.0,3116,817,2.6899,111700.0,INLAND
-118.07,34.17,36,2415,394.0,1215,413,5.5418,357534.03,INLAND
-117.69,33.64,16,2592,372.0,1279,383,6.9741,309127.02,<1H OCEAN
-121.78,37.23,18,1747,317.0,1055,285,5.898,263428.01,<1H OCEAN
-121.85,37.4,23,1793,319.0,1145,310,5.5968,248411.0,<1H OCEAN
-121.32,37.98,20,1591,589.0,1916,536,1.3531,92675.0,INLAND
-118.16,33.84,36,2831,573.0,1462,569,3.8646,221034.0,<1H OCEAN
-118.04,34.12,44,2007,288.0,921,307,6.5989,399939.16,INLAND
-122.21,37.8,50,2833,605.0,1260,552,2.8929,156142.0,NEAR BAY
